date,ipca_index,ipca_pct
2016-06-29,1.4672067823078814,0.35
2016-06-30,1.4674398125392727,0.35
2016-07-01,1.4678022818578178,0.52
2016-07-04,1.4681648407091705,0.52
2016-07-05,1.4685274891154467,0.52
2016-07-06,1.468890227098767,0.52
2016-07-07,1.4692530546812574,0.52
2016-07-08,1.4696159718850499,0.52
2016-07-11,1.4699789787322814,0.52
2016-07-12,1.4703420752450946,0.52
2016-07-13,1.4707052614456377,0.52
2016-07-14,1.4710685373560646,0.52
2016-07-15,1.471431902998534,0.52
2016-07-18,1.4717953583952104,0.52
2016-07-19,1.4721589035682638,0.52
2016-07-20,1.47252253853987,0.52
2016-07-21,1.4728862633322095,0.52
2016-07-22,1.4732500779674689,0.52
2016-07-25,1.4736139824678403,0.52
2016-07-26,1.473977976855521,0.52
2016-07-27,1.4743420611527138,0.52
2016-07-28,1.4747062353816272,0.52
2016-07-29,1.4750704995644748,0.52
2016-08-01,1.4753520948424337,0.44
2016-08-02,1.475633743877756,0.44
2016-08-03,1.4759154466807038,0.44
2016-08-04,1.4761972032615418,0.44
2016-08-05,1.476479013630536,0.44
2016-08-08,1.4767608777979548,0.44
2016-08-09,1.4770427957740688,0.44
2016-08-10,1.4773247675691497,0.44
2016-08-11,1.4776067931934722,0.44
2016-08-12,1.4778888726573123,0.44
2016-08-15,1.478171005970948,0.44
2016-08-16,1.4784531931446596,0.44
2016-08-17,1.4787354341887289,0.44
2016-08-18,1.47901772911344,0.44
2016-08-19,1.479300077929079,0.44
2016-08-22,1.4795824806459337,0.44
2016-08-23,1.479864937274294,0.44
2016-08-24,1.4801474478244518,0.44
2016-08-25,1.480430012306701,0.44
2016-08-26,1.4807126307313372,0.44
2016-08-29,1.4809953031086582,0.44
2016-08-30,1.481278029448964,0.44
2016-08-31,1.481560809762556,0.44
2016-09-01,1.481617228684435,0.08
2016-09-02,1.4816736497547875,0.08
2016-09-05,1.481730072973696,0.08
2016-09-06,1.4817864983412419,0.08
2016-09-08,1.4818429258575072,0.08
2016-09-09,1.481899355522574,0.08
2016-09-12,1.4819557873365234,0.08
2016-09-13,1.4820122212994378,0.08
2016-09-14,1.482068657411399,0.08
2016-09-15,1.4821250956724885,0.08
2016-09-16,1.4821815360827884,0.08
2016-09-19,1.4822379786423807,0.08
2016-09-20,1.4822944233513469,0.08
2016-09-21,1.482350870209769,0.08
2016-09-22,1.482407319217729,0.08
2016-09-23,1.4824637703753083,0.08
2016-09-26,1.4825202236825894,0.08
2016-09-27,1.4825766791396535,0.08
2016-09-28,1.482633136746583,0.08
2016-09-29,1.4826895965034594,0.08
2016-09-30,1.4827460584103649,0.08
2016-10-03,1.4829385777446213,0.26
2016-10-04,1.4831311220755345,0.26
2016-10-05,1.48332369140635,0.26
2016-10-06,1.4835162857403135,0.26
2016-10-07,1.4837089050806713,0.26
2016-10-10,1.4839015494306709,0.26
2016-10-11,1.4840942187935586,0.26
2016-10-13,1.4842869131725829,0.26
2016-10-14,1.4844796325709915,0.26
2016-10-17,1.4846723769920331,0.26
2016-10-18,1.4848651464389564,0.26
2016-10-19,1.485057940915011,0.26
2016-10-20,1.4852507604234466,0.26
2016-10-21,1.4854436049675133,0.26
2016-10-24,1.4856364745504615,0.26
2016-10-25,1.4858293691755426,0.26
2016-10-26,1.486022288846008,0.26
2016-10-27,1.4862152335651095,0.26
